Start

time_(μs) raw_current raw_low_voltage
2033276 525 117
2034140 524 107
2035004 523 119
2035868 523 111
2036724 523 123
2037580 523 111
2038440 522 107
2039300 523 116
2040156 522 106
2041020 524 105
2041884 522 95
2042696 522 111
2043548 522 97
2044368 522 125
2045228 522 94
2046048 522 76
2046860 522 109
2047708 523 112
2048572 523 111
2049432 522 108
2050288 522 117
2051144 522 104
2051996 524 95
2052808 522 104
2053664 524 112
2054520 524 115
2055376 523 127
2056232 524 117
2057084 523 112
2057940 524 131
2058800 525 121
2059656 524 130
2060512 526 120
2061372 526 121
2062220 525 135
2063076 525 132
2063940 524 121
2064796 525 142
2065648 525 120
2066504 524 125
2067356 525 129
2068212 524 113
2069076 524 137
2069932 524 111
2070784 523 121
2071644 524 121
2072492 523 111
2073348 524 101
2074212 524 106
2075064 523 118
2075924 523 107
2076780 523 127
2077628 523 106
2078484 522 109
2079348 523 103
2080204 522 108
2081056 522 103
2081912 521 102
2082764 522 111
2083620 521 101
2084476 523 104
2085340 521 98
2086152 522 114
2087012 522 91
2087816 523 133
2088668 522 98
2089488 521 110
2090344 522 101
2091200 522 126
2092056 523 107
2092908 522 117
2093764 523 117
2094628 523 112
2095484 524 143
2096340 524 115
2097192 524 99
2098000 525 131
2098852 524 121
2099716 525 146
2100568 525 121
2101424 525 126
2102284 524 128
2103132 523 116
2103988 524 142
2104852 524 112
2105716 523 93
2106528 524 122
2107380 523 115
2108236 525 108
2109092 524 110
2109956 522 116
2110820 524 107
2111676 523 126
2112532 523 106
2113388 522 109
2114244 523 106
2115104 522 107
2115964 522 101
2116820 522 98
2117624 522 106
2118476 521 94
2119288 522 97
2120104 521 90
2120920 522 109
2121780 522 92
2122584 522 127
2123436 522 90
2124256 522 107
2125116 521 94
2125928 522 123
2126780 523 96
2127592 522 102
2128452 523 103
2129316 522 122
2130172 523 107
2131024 523 115
2131876 522 121
2132732 523 109
2133596 524 143
2134452 524 114
2135316 524 99
2136128 524 128
2136980 524 119
2137836 525 145
2138700 523 111
2139556 524 112
2140412 524 114
2141268 524 120
2142116 524 114
2142972 523 108
2143836 523 120
2144692 524 99
2145512 523 127
2146372 523 102
2147220 522 115
2148076 523 107
2148940 522 108
2149796 523 105
2150652 521 102
2151512 522 109
2152364 521 98
2153176 522 96
2153992 522 94
2154808 522 112
2155668 521 87
2156472 521 83
2157280 522 84
2158096 520 104
2158956 521 90
2159768 521 123
2160620 521 88
2161432 522 104
2162292 521 91
2163104 523 123
2163964 521 93
2164784 521 112
2165636 522 98
2166448 522 124
2167304 523 105
2168164 523 117
2169020 523 111
2169876 523 113
2170732 524 111
2171588 522 108
2172452 522 112
2173308 522 100
2174172 523 132
2175036 523 104
2175892 523 120
2176748 523 111
2177608 523 112
2178464 523 111
2179324 522 104
2180176 522 115
2181028 523 100
2181884 523 95
2182704 522 92
2183520 521 108
2184380 521 96
2185184 522 122
2186036 523 95
2186848 522 104
2187708 522 91
2188520 521 116
2189380 521 86
2190192 521 102
2191044 521 80
2191864 521 117
2192724 520 84
2193544 520 98
2194352 522 86
2195160 521 120
2196020 520 77
2196840 520 109
2197700 521 83
2198504 521 124
2199356 521 91
2200172 521 114
2201028 521 96
2201848 522 127
2202704 523 93
2203512 522 70
2204324 521 101
2205180 521 119
2206036 522 98
2206856 521 110
2207708 523 103
2208564 522 112
2209420 522 99
2210240 521 104
2211100 522 102
2211956 521 105
2212812 521 103
2213668 522 104
2214524 521 99
2215344 522 105
2216204 521 97
2217024 521 101
2217876 521 98
2218688 521 104
2219548 521 95
2220368 520 98
2221184 522 94
2221992 521 103
2222844 521 81
2223664 520 84
2224480 521 85
2225296 520 108
2226148 521 83
2226960 520 98
2227776 521 83
2228592 520 116
2229452 521 81
2230264 520 107
2231116 521 84
2231932 522 122
2232788 520 82
2233608 521 112
2234468 522 93
2235272 523 128
2236124 522 99
2236944 521 109
2237804 522 93
2238624 522 121
2239476 522 101
2240336 521 79
2241144 522 106
2242004 522 117
2242860 522 95
2243672 521 103
2244524 521 106
2245380 521 107
2246244 522 104
2247100 522 106
2247964 522 104
2248828 521 105
2249684 521 95
2250496 521 99
2251312 521 100
2252172 521 106
2253036 522 91
2253856 520 107
2254708 521 88
2255520 521 103
2256380 521 85
2257192 520 91
2258008 521 86
2258816 521 113
2259668 520 83
2260488 520 98
2261304 520 84
2262120 522 117
2262972 520 84
2263784 519 95
2264600 520 87
2265416 521 122
2266276 521 90
2267088 521 111
2267940 521 91
2268756 522 124
2269612 521 95
2270432 522 106
2271292 522 101
2272148 523 125
2273004 522 97
2273824 522 98
2274640 524 105
2275500 521 113
2276348 522 98
2277168 521 108
2278020 521 103
2278884 521 107
2279748 522 99
2280560 522 103
2281412 522 105
2282268 521 105
2283132 522 99
2283944 521 98
2284760 522 100
2285620 521 104
2286476 521 94
2287288 521 99
2288104 522 94
2288920 521 105
2289780 521 86
2290584 520 82
